src_ip,dst_ip,src_port,dst_port,length,inter_arrival_time,rolling_avg_length,is_malicious
192.168.0.194,17.248.200.67,51257,443,52,1.7881393432617188e-05,568.9,0
192.168.0.194,17.248.200.67,51257,443,1171,0.0004551410675048828,675.7,0
192.168.0.194,17.248.200.67,51257,443,1420,4.1961669921875e-05,812.5,0
17.248.200.67,192.168.0.194,443,51255,52,2.193450927734375e-05,812.5,0
17.248.200.67,192.168.0.194,443,51256,52,7.295608520507812e-05,700.6,0
17.248.200.67,192.168.0.194,443,51257,52,2.2172927856445312e-05,588.7,0
17.248.200.67,192.168.0.194,443,51257,52,1.6927719116210938e-05,579.4,0
17.248.200.67,192.168.0.194,443,51256,973,3.2901763916015625e-05,534.7,0
192.168.0.194,17.248.200.67,51256,443,52,0.00025200843811035156,397.9,0
17.248.200.67,192.168.0.194,443,51255,974,0.0002541542053222656,485.0,0
192.168.0.194,17.248.200.67,51255,443,52,1.7881393432617188e-05,485.0,0
17.248.200.67,192.168.0.194,443,51257,974,3.1948089599609375e-05,465.3,0
192.168.0.194,17.248.200.67,51257,443,52,0.0002880096435546875,328.5,0
192.168.0.194,17.57.144.155,51238,5223,92,4.065161943435669,332.5,1
17.57.144.155,192.168.0.194,5223,51238,52,2.6226043701171875e-05,332.5,0
17.57.144.155,192.168.0.194,5223,51238,76,2.384185791015625e-05,334.9,0
192.168.0.194,17.57.144.155,51238,5223,52,2.5033950805664062e-05,334.9,0
192.168.0.194,17.248.200.67,51254,443,83,26.315547943115234,245.9,0
192.168.0.194,17.248.200.67,51256,443,83,1.9073486328125e-05,249.0,0
192.168.0.194,17.248.200.67,51254,443,52,2.09808349609375e-05,156.8,0
192.168.0.194,17.248.200.67,51256,443,52,1.4066696166992188e-05,156.8,0
17.248.200.67,192.168.0.194,443,51254,64,1.5020370483398438e-05,65.8,0
17.248.200.67,192.168.0.194,443,51256,64,0.00010395050048828125,67.0,0
192.168.0.194,17.248.200.67,51254,443,83,2.002716064453125e-05,66.1,0
192.168.0.194,17.248.200.67,51256,443,83,1.5020370483398438e-05,69.2,0
17.248.200.67,192.168.0.194,443,51254,52,0.0004699230194091797,66.8,0
17.248.200.67,192.168.0.194,443,51254,52,2.193450927734375e-05,66.8,0
17.248.200.67,192.168.0.194,443,51256,52,0.00023102760314941406,63.7,0
17.248.200.67,192.168.0.194,443,51256,52,1.9073486328125e-05,60.6,0
192.168.0.194,17.248.200.67,51254,443,52,1.5020370483398438e-05,60.6,0
192.168.0.194,17.248.200.67,51256,443,52,1.1920928955078125e-05,60.6,0
17.248.200.67,192.168.0.194,443,51254,64,1.1920928955078125e-05,60.6,0
192.168.0.194,17.248.200.67,51254,443,40,1.5020370483398438e-05,58.2,0
17.248.200.67,192.168.0.194,443,51256,64,0.00030517578125,56.3,0
192.168.0.194,17.248.200.67,51256,443,40,1.6927719116210938e-05,52.0,0
192.168.0.194,17.248.200.67,51255,443,83,1.0024540424346924,55.1,0
192.168.0.194,17.248.200.67,51257,443,83,4.00543212890625e-05,58.2,0
192.168.0.194,17.248.200.67,51255,443,52,1.9788742065429688e-05,58.2,0
192.168.0.194,17.248.200.67,51257,443,52,1.4066696166992188e-05,58.2,0
17.248.200.67,192.168.0.194,443,51255,64,1.5020370483398438e-05,59.4,0
192.168.0.194,17.248.200.67,51255,443,83,1.4066696166992188e-05,62.5,0
17.248.200.67,192.168.0.194,443,51257,64,1.8835067749023438e-05,62.5,0
192.168.0.194,17.248.200.67,51257,443,83,1.4066696166992188e-05,66.8,0
17.248.200.67,192.168.0.194,443,51255,52,1.3113021850585938e-05,65.6,0
17.248.200.67,192.168.0.194,443,51255,52,0.00017499923706054688,66.8,0
17.248.200.67,192.168.0.194,443,51257,52,2.002716064453125e-05,63.7,0
17.248.200.67,192.168.0.194,443,51257,52,0.00017380714416503906,60.6,0
192.168.0.194,17.248.200.67,51255,443,52,3.0040740966796875e-05,60.6,0
192.168.0.194,17.248.200.67,51257,443,52,1.5974044799804688e-05,60.6,0
17.248.200.67,192.168.0.194,443,51255,64,0.00034999847412109375,60.6,0
192.168.0.194,17.248.200.67,51255,443,40,0.00011205673217773438,56.3,0
17.248.200.67,192.168.0.194,443,51257,64,1.5020370483398438e-05,56.3,0
192.168.0.194,17.248.200.67,51257,443,40,1.6927719116210938e-05,52.0,0
192.168.0.194,17.56.12.226,51258,443,64,19.088199138641357,53.2,0
192.168.0.194,17.56.12.226,51259,443,64,1.3828277587890625e-05,54.4,0
17.56.12.226,192.168.0.194,443,51258,60,0.0006170272827148438,55.2,0
192.168.0.194,17.56.12.226,51258,443,52,1.5020370483398438e-05,55.2,0
192.168.0.194,17.56.12.226,51258,443,569,2.4080276489257812e-05,106.9,0
17.56.12.226,192.168.0.194,443,51259,60,1.5974044799804688e-05,107.7,0
192.168.0.194,17.56.12.226,51259,443,52,1.5020370483398438e-05,106.5,0
192.168.0.194,17.56.12.226,51259,443,569,4.696846008300781e-05,159.4,0
17.56.12.226,192.168.0.194,443,51258,52,0.0002949237823486328,158.2,0
17.56.12.226,192.168.0.194,443,51258,1500,3.814697265625e-05,304.2,0
192.168.0.194,17.56.12.226,51258,443,52,1.5974044799804688e-05,303.0,0
17.56.12.226,192.168.0.194,443,51258,1412,3.409385681152344e-05,437.8,0
192.168.0.194,17.56.12.226,51258,443,52,1.4781951904296875e-05,437.0,0
17.56.12.226,192.168.0.194,443,51259,52,1.4066696166992188e-05,437.0,0
17.56.12.226,192.168.0.194,443,51259,52,1.4066696166992188e-05,385.3,0
17.56.12.226,192.168.0.194,443,51259,1500,3.600120544433594e-05,529.3,0
17.56.12.226,192.168.0.194,443,51259,1412,3.3855438232421875e-05,665.3,0
192.168.0.194,17.56.12.226,51259,443,52,1.5020370483398438e-05,613.6,0
192.168.0.194,17.56.12.226,51258,443,132,1.5020370483398438e-05,621.6,0
192.168.0.194,17.56.12.226,51258,443,353,1.9073486328125e-05,506.9,0
192.168.0.194,17.56.12.226,51259,443,132,5.602836608886719e-05,514.9,0
192.168.0.194,17.56.12.226,51259,443,353,2.002716064453125e-05,409.0,0
192.168.0.194,17.56.12.226,51258,443,437,2.002716064453125e-05,447.5,0
192.168.0.194,17.56.12.226,51259,443,1043,4.482269287109375e-05,546.6,0
17.56.12.226,192.168.0.194,443,51258,355,7.104873657226562e-05,576.9,0
17.56.12.226,192.168.0.194,443,51258,355,2.193450927734375e-05,462.4,0
192.168.0.194,17.56.12.226,51258,443,52,1.71661376953125e-05,326.4,0
17.56.12.226,192.168.0.194,443,51259,355,1.8835067749023438e-05,356.7,0
17.56.12.226,192.168.0.194,443,51259,355,4.220008850097656e-05,379.0,0
192.168.0.194,17.56.12.226,51259,443,52,1.7881393432617188e-05,348.9,0
17.56.12.226,192.168.0.194,443,51258,52,0.00013899803161621094,340.9,0
17.56.12.226,192.168.0.194,443,51258,343,2.5987625122070312e-05,339.9,0
192.168.0.194,17.56.12.226,51258,443,52,1.5974044799804688e-05,301.4,0
17.56.12.226,192.168.0.194,443,51259,52,1.71661376953125e-05,202.3,0
17.56.12.226,192.168.0.194,443,51259,343,1.8835067749023438e-05,201.1,0
192.168.0.194,17.56.12.226,51259,443,52,1.5020370483398438e-05,170.8,0
192.168.0.194,17.56.12.226,51258,443,76,2.0037729740142822,173.2,0
192.168.0.194,17.56.12.226,51259,443,76,2.7179718017578125e-05,145.3,0
192.168.0.194,17.56.12.226,51258,443,52,2.6941299438476562e-05,115.0,0
192.168.0.194,17.56.12.226,51259,443,52,2.193450927734375e-05,115.0,0
17.56.12.226,192.168.0.194,443,51258,52,2.09808349609375e-05,115.0,0
17.56.12.226,192.168.0.194,443,51258,52,2.193450927734375e-05,85.9,0
17.56.12.226,192.168.0.194,443,51259,52,2.09808349609375e-05,85.9,0
17.56.12.226,192.168.0.194,443,51259,52,2.1219253540039062e-05,85.9,0
192.168.0.194,17.56.12.226,51258,443,52,2.09808349609375e-05,56.8,0
192.168.0.194,17.56.12.226,51259,443,52,2.09808349609375e-05,56.8,0
17.57.144.155,192.168.0.194,5223,51238,339,60.2207248210907,83.1,1
17.57.144.155,192.168.0.194,5223,51238,78,9.703636169433594e-05,83.3,0
192.168.0.194,17.57.144.155,51238,5223,52,1.71661376953125e-05,83.3,0
192.168.0.194,17.57.144.155,51238,5223,84,4.982948303222656e-05,86.5,0
17.57.144.155,192.168.0.194,5223,51238,78,0.0006501674652099609,89.1,0
192.168.0.194,17.57.144.155,51238,5223,64,3.2901763916015625e-05,90.3,0
17.57.144.155,192.168.0.194,5223,51238,52,1.4066696166992188e-05,90.3,0
192.168.0.194,17.57.144.155,51238,5223,1288,4.1961669921875e-05,213.9,0
17.57.144.155,192.168.0.194,5223,51238,52,1.2874603271484375e-05,213.9,0
17.57.144.155,192.168.0.194,5223,51238,88,2.7179718017578125e-05,217.5,0
192.168.0.194,17.57.144.155,51238,5223,52,1.2874603271484375e-05,188.8,0
17.57.144.155,192.168.0.194,5223,51238,131,1.0005831718444824,194.1,1
192.168.0.194,17.57.144.155,51238,5223,52,3.4809112548828125e-05,194.1,0
192.168.0.194,17.57.144.155,51238,5223,84,1.5974044799804688e-05,194.1,0
17.57.144.155,192.168.0.194,5223,51238,131,5.698204040527344e-05,199.4,0
192.168.0.194,17.57.144.155,51238,5223,52,0.0001430511474609375,198.2,0
192.168.0.194,17.57.144.155,51238,5223,84,0.0001399517059326172,201.4,0
17.57.144.155,192.168.0.194,5223,51238,159,0.00010013580322265625,88.5,0
17.57.144.155,192.168.0.194,5223,51238,159,7.605552673339844e-05,99.2,0
192.168.0.194,17.57.144.155,51238,5223,52,2.384185791015625e-05,95.6,0
192.168.0.194,17.57.144.155,51238,5223,84,5.91278076171875e-05,98.8,0
192.168.0.194,17.57.144.155,51238,5223,84,4.696846008300781e-05,94.1,0
17.57.144.155,192.168.0.194,5223,51238,52,1.6927719116210938e-05,94.1,0
17.57.144.155,192.168.0.194,5223,51238,52,1.3113021850585938e-05,90.9,0
192.168.0.194,17.57.144.155,51238,5223,92,5.01253604888916,87.0,1
17.57.144.155,192.168.0.194,5223,51238,76,0.00010991096496582031,89.4,0
192.168.0.194,17.57.144.155,51238,5223,52,6.008148193359375e-05,86.2,0
17.57.144.155,192.168.0.194,5223,51238,184,0.0001049041748046875,88.7,0
17.57.144.155,192.168.0.194,5223,51238,78,2.002716064453125e-05,80.6,0
192.168.0.194,17.57.144.155,51238,5223,52,1.7881393432617188e-05,80.6,0
192.168.0.194,17.57.144.155,51238,5223,84,0.00034499168395996094,80.6,0
17.57.144.155,192.168.0.194,5223,51238,52,4.220008850097656e-05,77.4,0
192.168.0.194,17.248.200.65,51260,443,64,0.0003819465637207031,78.6,0
17.248.200.65,192.168.0.194,443,51260,60,2.384185791015625e-05,79.4,0
192.168.0.194,17.248.200.65,51260,443,52,0.00017404556274414062,75.4,0
192.168.0.194,17.248.200.65,51260,443,569,3.314018249511719e-05,124.7,0
17.248.200.65,192.168.0.194,443,51260,52,1.7881393432617188e-05,124.7,0
17.248.200.65,192.168.0.194,443,51260,1500,4.410743713378906e-05,256.3,0
17.248.200.65,192.168.0.194,443,51260,1500,0.0003018379211425781,398.5,0
17.248.200.65,192.168.0.194,443,51260,1252,4.506111145019531e-05,518.5,0
17.248.200.65,192.168.0.194,443,51260,1500,0.0001571178436279297,660.1,0
17.248.200.65,192.168.0.194,443,51260,856,3.3855438232421875e-05,740.5,0
192.168.0.194,17.248.200.65,51260,443,52,1.811981201171875e-05,739.3,0
192.168.0.194,17.248.200.65,51260,443,52,1.6927719116210938e-05,738.5,0
192.168.0.194,17.248.200.65,51260,443,52,0.00017595291137695312,738.5,0
192.168.0.194,17.248.200.65,51260,443,145,0.0002040863037109375,696.1,0
17.248.200.65,192.168.0.194,443,51260,103,1.9073486328125e-05,701.2,0
192.168.0.194,17.248.200.65,51260,443,52,1.5974044799804688e-05,556.4,0
192.168.0.194,17.248.200.65,51260,443,1158,0.00035500526428222656,522.2,0
192.168.0.194,17.248.200.65,51260,443,1143,0.00026702880859375,511.3,0
17.248.200.65,192.168.0.194,443,51260,52,2.7894973754882812e-05,366.5,0
17.248.200.65,192.168.0.194,443,51260,1500,5.507469177246094e-05,430.9,0
17.248.200.65,192.168.0.194,443,51260,234,3.0040740966796875e-05,449.1,0
192.168.0.194,17.248.200.65,51260,443,52,0.0001678466796875,449.1,0
192.168.0.194,17.248.200.65,51260,443,1169,5.602836608886719e-05,560.8,0
192.168.0.194,17.248.200.65,51260,443,1310,0.00014400482177734375,677.3,0
192.168.0.194,17.248.200.65,51261,443,64,2.5033950805664062e-05,673.4,0
192.168.0.194,17.248.200.65,51262,443,64,1.00227689743042,674.6,0
17.248.200.65,192.168.0.194,443,51260,52,5.817413330078125e-05,564.0,0
17.248.200.65,192.168.0.194,443,51261,60,3.1948089599609375e-05,455.7,0
17.248.200.65,192.168.0.194,443,51262,60,2.6941299438476562e-05,456.5,0
192.168.0.194,17.248.200.65,51263,443,64,3.2901763916015625e-05,312.9,0
192.168.0.194,17.248.200.65,51261,443,52,2.3126602172851562e-05,294.7,0
192.168.0.194,17.248.200.65,51261,443,569,7.295608520507812e-05,346.4,0
192.168.0.194,17.248.200.65,51262,443,52,4.00543212890625e-05,234.7,0
192.168.0.194,17.248.200.65,51262,443,569,3.695487976074219e-05,160.6,0
192.168.0.194,17.248.200.65,51264,443,64,7.295608520507812e-05,160.6,0
17.248.200.65,192.168.0.194,443,51263,60,3.910064697265625e-05,160.2,0
192.168.0.194,17.248.200.65,51263,443,52,0.00012087821960449219,160.2,0
192.168.0.194,17.248.200.65,51263,443,569,5.507469177246094e-05,211.1,0
17.248.200.65,192.168.0.194,443,51261,52,0.0002460479736328125,210.3,0
17.248.200.65,192.168.0.194,443,51261,1500,6.985664367675781e-05,353.9,0
17.248.200.65,192.168.0.194,443,51261,1500,5.817413330078125e-05,498.7,0
17.248.200.65,192.168.0.194,443,51261,1252,5.3882598876953125e-05,567.0,0
192.168.0.194,17.248.200.65,51261,443,52,2.4080276489257812e-05,567.0,0
192.168.0.194,17.248.200.65,51261,443,52,0.00011992454528808594,515.3,0
17.248.200.65,192.168.0.194,443,51261,1500,6.008148193359375e-05,658.9,0
17.248.200.65,192.168.0.194,443,51261,856,0.00021386146545410156,738.5,0
17.248.200.65,192.168.0.194,443,51262,52,2.5033950805664062e-05,738.5,0
17.248.200.65,192.168.0.194,443,51262,1500,5.507469177246094e-05,831.6,0
17.248.200.65,192.168.0.194,443,51262,1500,6.103515625e-05,976.4,0
17.248.200.65,192.168.0.194,443,51264,60,0.00011897087097167969,832.4,0
17.248.200.65,192.168.0.194,443,51262,1252,0.0003390312194824219,807.6,0
17.248.200.65,192.168.0.194,443,51262,1500,6.389617919921875e-05,832.4,0
17.248.200.65,192.168.0.194,443,51262,854,4.315376281738281e-05,912.6,0
192.168.0.194,17.248.200.65,51261,443,52,0.00013685226440429688,912.6,0
17.248.200.65,192.168.0.194,443,51263,52,3.314018249511719e-05,767.8,0
17.248.200.65,192.168.0.194,443,51263,1500,0.0009059906005859375,832.2,0
17.248.200.65,192.168.0.194,443,51263,1500,0.0001068115234375,977.0,0
17.248.200.65,192.168.0.194,443,51263,1252,0.0001010894775390625,952.2,0
17.248.200.65,192.168.0.194,443,51263,1500,9.393692016601562e-05,952.2,0
17.248.200.65,192.168.0.194,443,51263,856,0.00013399124145507812,1031.8,0
17.248.200.65,192.168.0.194,443,51260,953,7.414817810058594e-05,1001.9,0
192.168.0.194,17.248.200.65,51262,443,52,3.600120544433594e-05,857.1,0
192.168.0.194,17.248.200.65,51262,443,52,2.5987625122070312e-05,776.9,0
192.168.0.194,17.248.200.65,51264,443,52,2.384185791015625e-05,776.9,0
192.168.0.194,17.248.200.65,51264,443,569,7.009506225585938e-05,828.6,0
192.168.0.194,17.248.200.65,51263,443,52,2.6941299438476562e-05,683.8,0
192.168.0.194,17.248.200.65,51263,443,52,2.3126602172851562e-05,539.0,0
192.168.0.194,17.248.200.65,51260,443,52,2.193450927734375e-05,419.0,0
17.248.200.65,192.168.0.194,443,51264,52,2.193450927734375e-05,274.2,0
17.248.200.65,192.168.0.194,443,51264,52,2.09808349609375e-05,193.8,0
17.248.200.65,192.168.0.194,443,51264,1500,5.817413330078125e-05,248.5,0
17.248.200.65,192.168.0.194,443,51264,1500,0.0002658367156982422,393.3,0
17.248.200.65,192.168.0.194,443,51264,1252,5.817413330078125e-05,513.3,0
17.248.200.65,192.168.0.194,443,51264,1500,0.00014400482177734375,658.1,0
17.248.200.65,192.168.0.194,443,51264,855,4.792213439941406e-05,686.7,0
192.168.0.194,17.248.200.65,51264,443,52,2.288818359375e-05,686.7,0
192.168.0.194,17.248.200.65,51264,443,52,2.2172927856445312e-05,686.7,0
192.168.0.194,17.248.200.65,51261,443,145,2.7894973754882812e-05,696.0,0
192.168.0.194,17.248.200.65,51262,443,145,0.0001850128173828125,705.3,0
17.248.200.65,192.168.0.194,443,51261,103,2.9087066650390625e-05,710.4,0
17.248.200.65,192.168.0.194,443,51262,103,0.0002129077911376953,570.7,0
192.168.0.194,17.248.200.65,51261,443,52,3.0040740966796875e-05,425.9,0
192.168.0.194,17.248.200.65,51261,443,1171,4.792213439941406e-05,417.8,0
192.168.0.194,17.248.200.65,51262,443,52,2.3126602172851562e-05,273.0,0
192.168.0.194,17.248.200.65,51262,443,1171,0.0003719329833984375,304.6,0
192.168.0.194,17.248.200.65,51263,443,145,3.1948089599609375e-05,313.9,0
192.168.0.194,17.248.200.65,51261,443,1420,6.103515625e-05,450.7,0
192.168.0.194,17.248.200.65,51262,443,1420,0.00011491775512695312,578.2,0
17.248.200.65,192.168.0.194,443,51263,103,2.8133392333984375e-05,574.0,0
17.248.200.65,192.168.0.194,443,51261,52,2.193450927734375e-05,568.9,0
17.248.200.65,192.168.0.194,443,51262,52,2.193450927734375e-05,563.8,0
192.168.0.194,17.248.200.65,51264,443,145,2.5033950805664062e-05,573.1,0
192.168.0.194,17.248.200.65,51263,443,52,0.00023412704467773438,461.2,0
192.168.0.194,17.248.200.65,51263,443,1171,5.602836608886719e-05,573.1,0
192.168.0.194,17.248.200.65,51263,443,1420,0.0002570152282714844,598.0,0
17.248.200.65,192.168.0.194,443,51264,103,2.6941299438476562e-05,593.8,0
192.168.0.194,17.248.200.65,51264,443,52,2.7894973754882812e-05,457.0,0
192.168.0.194,17.248.200.65,51264,443,1171,4.696846008300781e-05,432.1,0
192.168.0.194,17.248.200.65,51264,443,1420,6.103515625e-05,563.8,0
17.248.200.65,192.168.0.194,443,51263,52,2.3126602172851562e-05,563.8,0
17.248.200.65,192.168.0.194,443,51264,52,2.193450927734375e-05,563.8,0
17.248.200.65,192.168.0.194,443,51262,974,0.00039696693420410156,646.7,0
192.168.0.194,17.248.200.65,51262,443,52,2.5987625122070312e-05,646.7,0
17.248.200.65,192.168.0.194,443,51261,974,4.410743713378906e-05,627.0,0
192.168.0.194,17.248.200.65,51261,443,52,2.288818359375e-05,490.2,0
17.248.200.65,192.168.0.194,443,51264,974,5.1021575927734375e-05,577.3,0
192.168.0.194,17.248.200.65,51264,443,52,2.3126602172851562e-05,577.3,0
17.248.200.65,192.168.0.194,443,51263,974,8.797645568847656e-05,557.6,0
192.168.0.194,17.248.200.65,51263,443,52,2.288818359375e-05,420.8,0
192.168.0.194,17.57.144.155,51238,5223,92,4.007456064224243,424.8,1
17.57.144.155,192.168.0.194,5223,51238,52,4.38690185546875e-05,424.8,0
17.57.144.155,192.168.0.194,5223,51238,76,3.600120544433594e-05,335.0,0
192.168.0.194,17.57.144.155,51238,5223,52,2.5033950805664062e-05,335.0,0
192.168.0.194,17.248.200.65,51260,443,83,26.09908103942871,245.9,0
192.168.0.194,17.248.200.65,51260,443,52,4.9114227294921875e-05,245.9,0
17.248.200.65,192.168.0.194,443,51260,64,3.0994415283203125e-05,154.9,0
17.248.200.65,192.168.0.194,443,51260,52,1.8835067749023438e-05,154.9,0
17.248.200.65,192.168.0.194,443,51260,52,1.71661376953125e-05,62.7,0
192.168.0.194,17.248.200.65,51260,443,83,1.7881393432617188e-05,65.8,0
192.168.0.194,17.248.200.65,51260,443,52,1.9073486328125e-05,61.8,0
17.248.200.65,192.168.0.194,443,51260,64,1.6927719116210938e-05,63.0,0
192.168.0.194,17.248.200.65,51260,443,40,2.3126602172851562e-05,59.4,0
192.168.0.194,17.248.200.65,51261,443,83,1.0025420188903809,62.5,0
192.168.0.194,17.248.200.65,51262,443,83,4.38690185546875e-05,62.5,0
192.168.0.194,17.248.200.65,51263,443,83,3.600120544433594e-05,65.6,0
192.168.0.194,17.248.200.65,51264,443,83,3.0994415283203125e-05,67.5,0
192.168.0.194,17.248.200.65,51261,443,52,2.5987625122070312e-05,67.5,0
192.168.0.194,17.248.200.65,51262,443,52,2.3126602172851562e-05,67.5,0
192.168.0.194,17.248.200.65,51263,443,52,2.09808349609375e-05,64.4,0
192.168.0.194,17.248.200.65,51264,443,52,2.09808349609375e-05,64.4,0
17.248.200.65,192.168.0.194,443,51262,64,0.00021195411682128906,64.4,0
17.248.200.65,192.168.0.194,443,51261,64,3.695487976074219e-05,66.8,0
17.248.200.65,192.168.0.194,443,51263,64,0.00016999244689941406,64.9,0
192.168.0.194,17.248.200.65,51262,443,83,2.5987625122070312e-05,64.9,0
192.168.0.194,17.248.200.65,51261,443,83,3.0040740966796875e-05,64.9,0
192.168.0.194,17.248.200.65,51263,443,83,0.00029206275939941406,64.9,0
17.248.200.65,192.168.0.194,443,51264,64,3.2901763916015625e-05,66.1,0
17.248.200.65,192.168.0.194,443,51263,52,0.00013113021850585938,66.1,0
17.248.200.65,192.168.0.194,443,51262,52,2.5033950805664062e-05,66.1,0
17.248.200.65,192.168.0.194,443,51261,52,2.193450927734375e-05,66.1,0
17.248.200.65,192.168.0.194,443,51261,52,0.00030684471130371094,64.9,0
17.248.200.65,192.168.0.194,443,51264,52,3.0994415283203125e-05,63.7,0
17.248.200.65,192.168.0.194,443,51264,52,0.00013899803161621094,62.5,0
17.248.200.65,192.168.0.194,443,51263,52,3.218650817871094e-05,59.4,0
17.248.200.65,192.168.0.194,443,51262,52,2.193450927734375e-05,56.3,0
192.168.0.194,17.248.200.65,51264,443,83,2.288818359375e-05,56.3,0
192.168.0.194,17.248.200.65,51261,443,52,0.0002741813659667969,55.1,0
192.168.0.194,17.248.200.65,51264,443,52,2.5033950805664062e-05,55.1,0
192.168.0.194,17.248.200.65,51263,443,52,0.0001468658447265625,55.1,0
192.168.0.194,17.248.200.65,51262,443,52,2.3126602172851562e-05,55.1,0
17.248.200.65,192.168.0.194,443,51262,64,0.0003228187561035156,56.3,0
192.168.0.194,17.248.200.65,51262,443,40,3.314018249511719e-05,55.1,0
17.248.200.65,192.168.0.194,443,51261,64,0.00016498565673828125,56.3,0
192.168.0.194,17.248.200.65,51261,443,40,2.8848648071289062e-05,55.1,0
17.248.200.65,192.168.0.194,443,51263,64,5.507469177246094e-05,56.3,0
192.168.0.194,17.248.200.65,51263,443,40,3.409385681152344e-05,52.0,0
17.248.200.65,192.168.0.194,443,51264,64,0.0002880096435546875,53.2,0
192.168.0.194,17.248.200.65,51264,443,40,3.1948089599609375e-05,52.0,0
17.57.144.155,192.168.0.194,5223,51238,339,82.21673488616943,80.7,1
17.57.144.155,192.168.0.194,5223,51238,78,2.7179718017578125e-05,83.3,0
192.168.0.194,17.57.144.155,51238,5223,52,0.0009717941284179688,82.1,0
192.168.0.194,17.57.144.155,51238,5223,84,8.511543273925781e-05,86.5,0
192.168.0.194,17.57.144.155,51238,5223,84,8.606910705566406e-05,88.5,0
17.57.144.155,192.168.0.194,5223,51238,52,6.389617919921875e-05,89.7,0
17.57.144.155,192.168.0.194,5223,51238,64,0.0003731250762939453,89.7,0
192.168.0.194,17.57.144.155,51238,5223,92,5.011461019515991,94.9,1
17.57.144.155,192.168.0.194,5223,51238,52,1.6927719116210938e-05,93.7,0
17.57.144.155,192.168.0.194,5223,51238,76,3.1948089599609375e-05,97.3,0
192.168.0.194,17.57.144.155,51238,5223,52,1.5020370483398438e-05,68.6,0
17.57.144.155,192.168.0.194,5223,51238,184,4.506111145019531e-05,79.2,0
