src_ip,dst_ip,src_port,dst_port,length,inter_arrival_time,rolling_avg_length,is_malicious
17.57.144.155,192.168.0.194,5223,51238,78,1.7881393432617188e-05,81.8,0
192.168.0.194,17.57.144.155,51238,5223,52,1.5974044799804688e-05,78.6,0
192.168.0.194,17.57.144.155,51238,5223,84,1.3113021850585938e-05,78.6,0
192.168.0.194,17.248.200.65,51265,443,64,1.2874603271484375e-05,79.8,0
17.57.144.155,192.168.0.194,5223,51238,52,1.3113021850585938e-05,78.6,0
17.248.200.65,192.168.0.194,443,51265,60,1.6927719116210938e-05,75.4,0
192.168.0.194,17.248.200.65,51265,443,52,1.3113021850585938e-05,75.4,0
192.168.0.194,17.248.200.65,51265,443,569,2.384185791015625e-05,124.7,0
17.248.200.65,192.168.0.194,443,51265,52,1.3113021850585938e-05,124.7,0
17.248.200.65,192.168.0.194,443,51265,208,1.4066696166992188e-05,127.1,0
192.168.0.194,17.248.200.65,51265,443,52,1.5974044799804688e-05,124.5,0
192.168.0.194,17.248.200.65,51265,443,103,1.3828277587890625e-05,129.6,0
192.168.0.194,17.248.200.65,51265,443,1158,3.0994415283203125e-05,237.0,0
192.168.0.194,17.248.200.65,51265,443,1143,2.7179718017578125e-05,344.9,0
17.248.200.65,192.168.0.194,443,51265,52,1.2874603271484375e-05,344.9,0
17.248.200.65,192.168.0.194,443,51265,52,1.0967254638671875e-05,344.1,0
17.248.200.65,192.168.0.194,443,51265,1500,4.315376281738281e-05,488.9,0
17.248.200.65,192.168.0.194,443,51265,234,1.3828277587890625e-05,455.4,0
192.168.0.194,17.248.200.65,51265,443,52,1.2159347534179688e-05,455.4,0
192.168.0.194,17.248.200.65,51265,443,1169,1.0026218891143799,551.5,0
192.168.0.194,17.248.200.65,51265,443,1310,3.0994415283203125e-05,677.3,0
192.168.0.194,17.248.200.65,51266,443,64,0.0003600120544433594,673.4,0
192.168.0.194,17.248.200.65,51267,443,64,1.4066696166992188e-05,564.0,0
192.168.0.194,17.248.200.65,51268,443,64,1.2874603271484375e-05,456.1,0
192.168.0.194,17.248.200.65,51269,443,64,0.0002040863037109375,457.3,0
17.248.200.65,192.168.0.194,443,51265,52,1.4066696166992188e-05,457.3,0
17.248.200.65,192.168.0.194,443,51265,52,1.5974044799804688e-05,312.5,0
17.248.200.65,192.168.0.194,443,51267,60,1.4066696166992188e-05,295.1,0
17.248.200.65,192.168.0.194,443,51266,60,0.0004909038543701172,295.9,0
192.168.0.194,17.248.200.65,51267,443,52,1.4066696166992188e-05,184.2,0
192.168.0.194,17.248.200.65,51267,443,569,2.384185791015625e-05,110.1,0
192.168.0.194,17.248.200.65,51266,443,52,0.0001811981201171875,108.9,0
192.168.0.194,17.248.200.65,51266,443,569,2.6941299438476562e-05,159.4,0
17.248.200.65,192.168.0.194,443,51268,60,4.38690185546875e-05,159.0,0
17.248.200.65,192.168.0.194,443,51269,60,2.002716064453125e-05,158.6,0
192.168.0.194,17.248.200.65,51268,443,52,1.4066696166992188e-05,158.6,0
192.168.0.194,17.248.200.65,51268,443,569,2.5033950805664062e-05,210.3,0
192.168.0.194,17.248.200.65,51269,443,52,1.5974044799804688e-05,209.5,0
192.168.0.194,17.248.200.65,51269,443,569,0.00027298927307128906,260.4,0
17.248.200.65,192.168.0.194,443,51265,953,3.1948089599609375e-05,350.5,0
17.248.200.65,192.168.0.194,443,51267,52,0.00018095970153808594,298.8,0
192.168.0.194,17.248.200.65,51265,443,52,2.002716064453125e-05,298.8,0
17.248.200.65,192.168.0.194,443,51267,1500,3.504753112792969e-05,391.9,0
17.248.200.65,192.168.0.194,443,51267,1500,4.410743713378906e-05,535.9,0
17.248.200.65,192.168.0.194,443,51267,1252,0.00032782554626464844,655.1,0
17.248.200.65,192.168.0.194,443,51267,1500,0.0002830028533935547,799.9,0
17.248.200.65,192.168.0.194,443,51267,856,4.220008850097656e-05,828.6,0
17.248.200.65,192.168.0.194,443,51266,52,1.5974044799804688e-05,828.6,0
17.248.200.65,192.168.0.194,443,51266,52,1.3828277587890625e-05,776.9,0
17.248.200.65,192.168.0.194,443,51266,1500,3.409385681152344e-05,831.6,0
17.248.200.65,192.168.0.194,443,51266,1500,0.0002770423889160156,976.4,0
17.248.200.65,192.168.0.194,443,51266,1252,3.0994415283203125e-05,1096.4,0
17.248.200.65,192.168.0.194,443,51266,1500,0.0002110004425048828,1096.4,0
17.248.200.65,192.168.0.194,443,51266,855,6.389617919921875e-05,1031.9,0
192.168.0.194,17.248.200.65,51267,443,52,1.71661376953125e-05,911.9,0
192.168.0.194,17.248.200.65,51267,443,52,1.2874603271484375e-05,767.1,0
192.168.0.194,17.248.200.65,51267,443,52,0.0002589225769042969,686.7,0
192.168.0.194,17.248.200.65,51266,443,52,2.002716064453125e-05,686.7,0
192.168.0.194,17.248.200.65,51266,443,52,0.00032711029052734375,686.7,0
17.248.200.65,192.168.0.194,443,51268,52,1.4066696166992188e-05,541.9,0
17.248.200.65,192.168.0.194,443,51268,1500,4.482269287109375e-05,541.9,0
17.248.200.65,192.168.0.194,443,51268,1500,3.600120544433594e-05,566.7,0
17.248.200.65,192.168.0.194,443,51268,1252,3.314018249511719e-05,541.9,0
192.168.0.194,17.248.200.65,51268,443,52,0.00026297569274902344,461.6,0
17.248.200.65,192.168.0.194,443,51268,1500,4.100799560546875e-05,606.4,0
17.248.200.65,192.168.0.194,443,51268,855,0.00020503997802734375,686.7,0
192.168.0.194,17.248.200.65,51268,443,52,2.193450927734375e-05,686.7,0
192.168.0.194,17.248.200.65,51268,443,52,1.4066696166992188e-05,686.7,0
17.248.200.65,192.168.0.194,443,51269,52,1.2874603271484375e-05,686.7,0
17.248.200.65,192.168.0.194,443,51269,1500,3.314018249511719e-05,831.5,0
17.248.200.65,192.168.0.194,443,51269,1500,0.0003337860107421875,831.5,0
17.248.200.65,192.168.0.194,443,51269,1252,3.0994415283203125e-05,806.7,0
17.248.200.65,192.168.0.194,443,51269,1500,0.00019812583923339844,831.5,0
17.248.200.65,192.168.0.194,443,51269,855,3.504753112792969e-05,911.8,0
192.168.0.194,17.248.200.65,51269,443,52,2.288818359375e-05,767.0,0
192.168.0.194,17.248.200.65,51269,443,52,1.3113021850585938e-05,686.7,0
192.168.0.194,17.248.200.65,51267,443,145,0.0003509521484375,696.0,0
17.248.200.65,192.168.0.194,443,51267,103,4.1961669921875e-05,701.1,0
192.168.0.194,17.248.200.65,51267,443,52,0.00020503997802734375,701.1,0
192.168.0.194,17.248.200.65,51267,443,1171,3.409385681152344e-05,668.2,0
192.168.0.194,17.248.200.65,51266,443,145,1.5974044799804688e-05,532.7,0
192.168.0.194,17.248.200.65,51267,443,1420,3.1948089599609375e-05,549.5,0
192.168.0.194,17.248.200.65,51268,443,145,0.0003039836883544922,414.0,0
17.248.200.65,192.168.0.194,443,51266,103,2.288818359375e-05,338.8,0
17.248.200.65,192.168.0.194,443,51267,52,0.00024700164794921875,338.8,0
17.248.200.65,192.168.0.194,443,51268,103,1.811981201171875e-05,343.9,0
192.168.0.194,17.248.200.65,51266,443,52,1.2874603271484375e-05,334.6,0
192.168.0.194,17.248.200.65,51266,443,1171,2.5987625122070312e-05,441.4,0
192.168.0.194,17.248.200.65,51268,443,52,1.3113021850585938e-05,441.4,0
192.168.0.194,17.248.200.65,51268,443,1171,2.9087066650390625e-05,441.4,0
192.168.0.194,17.248.200.65,51269,443,145,6.794929504394531e-05,441.4,0
192.168.0.194,17.248.200.65,51266,443,1419,0.0002460479736328125,441.3,0
192.168.0.194,17.248.200.65,51268,443,1420,2.9802322387695312e-05,568.8,0
17.248.200.65,192.168.0.194,443,51269,103,1.3113021850585938e-05,568.8,0
17.248.200.65,192.168.0.194,443,51268,52,1.1920928955078125e-05,568.8,0
17.248.200.65,192.168.0.194,443,51266,52,0.0001590251922607422,563.7,0
192.168.0.194,17.248.200.65,51269,443,52,1.811981201171875e-05,563.7,0
192.168.0.194,17.248.200.65,51269,443,1171,2.6941299438476562e-05,563.7,0
192.168.0.194,17.248.200.65,51269,443,1419,0.00013303756713867188,700.4,0
17.248.200.65,192.168.0.194,443,51269,52,1.4066696166992188e-05,588.5,0
17.248.200.65,192.168.0.194,443,51267,974,2.9802322387695312e-05,671.4,0
192.168.0.194,17.248.200.65,51267,443,52,1.2159347534179688e-05,534.7,0
17.248.200.65,192.168.0.194,443,51269,973,0.0002129077911376953,490.0,0
192.168.0.194,17.248.200.65,51269,443,52,1.4066696166992188e-05,484.9,0
17.248.200.65,192.168.0.194,443,51268,974,0.0001709461212158203,577.1,0
192.168.0.194,17.248.200.65,51268,443,52,1.4066696166992188e-05,577.1,0
17.248.200.65,192.168.0.194,443,51266,974,0.0003008842468261719,669.3,0
192.168.0.194,17.248.200.65,51266,443,52,1.5974044799804688e-05,557.4,0
192.168.0.194,17.57.144.155,51238,5223,92,4.010310173034668,424.7,1
17.57.144.155,192.168.0.194,5223,51238,52,5.1021575927734375e-05,424.7,0
17.57.144.155,192.168.0.194,5223,51238,76,3.2901763916015625e-05,334.9,0
192.168.0.194,17.57.144.155,51238,5223,52,2.002716064453125e-05,334.9,0
192.168.0.194,17.248.200.65,51265,443,83,26.142250061035156,245.9,0
192.168.0.194,17.248.200.65,51267,443,83,2.288818359375e-05,249.0,0
192.168.0.194,17.248.200.65,51269,443,83,2.193450927734375e-05,159.9,0
192.168.0.194,17.248.200.65,51265,443,52,2.2172927856445312e-05,159.9,0
192.168.0.194,17.248.200.65,51267,443,52,0.0002689361572265625,67.7,0
192.168.0.194,17.248.200.65,51269,443,52,3.1948089599609375e-05,67.7,0
17.248.200.65,192.168.0.194,443,51265,64,0.00014591217041015625,64.9,0
17.248.200.65,192.168.0.194,443,51269,64,3.0040740966796875e-05,66.1,0
17.248.200.65,192.168.0.194,443,51267,64,2.3126602172851562e-05,64.9,0
192.168.0.194,17.248.200.65,51265,443,83,2.288818359375e-05,68.0,0
192.168.0.194,17.248.200.65,51269,443,83,0.0003330707550048828,68.0,0
192.168.0.194,17.248.200.65,51267,443,83,2.7894973754882812e-05,68.0,0
17.248.200.65,192.168.0.194,443,51267,52,0.00012612342834472656,64.9,0
17.248.200.65,192.168.0.194,443,51265,52,2.7894973754882812e-05,64.9,0
17.248.200.65,192.168.0.194,443,51269,52,2.4080276489257812e-05,64.9,0
17.248.200.65,192.168.0.194,443,51269,52,0.00028204917907714844,64.9,0
17.248.200.65,192.168.0.194,443,51267,52,2.5987625122070312e-05,63.7,0
17.248.200.65,192.168.0.194,443,51265,52,0.0001499652862548828,62.5,0
192.168.0.194,17.248.200.65,51269,443,52,2.9087066650390625e-05,61.3,0
192.168.0.194,17.248.200.65,51267,443,52,2.193450927734375e-05,58.2,0
192.168.0.194,17.248.200.65,51265,443,52,2.193450927734375e-05,55.1,0
17.248.200.65,192.168.0.194,443,51265,64,0.0002961158752441406,53.2,0
192.168.0.194,17.248.200.65,51265,443,40,3.1948089599609375e-05,52.0,0
17.248.200.65,192.168.0.194,443,51269,64,0.00012993812561035156,53.2,0
192.168.0.194,17.248.200.65,51269,443,40,2.9087066650390625e-05,52.0,0
17.248.200.65,192.168.0.194,443,51267,64,2.288818359375e-05,53.2,0
192.168.0.194,17.248.200.65,51267,443,40,0.0004279613494873047,52.0,0
192.168.0.194,17.248.200.65,51266,443,83,1.0021791458129883,55.1,0
192.168.0.194,17.248.200.65,51268,443,83,1.3828277587890625e-05,58.2,0
192.168.0.194,17.248.200.65,51266,443,52,1.5020370483398438e-05,58.2,0
192.168.0.194,17.248.200.65,51268,443,52,1.2159347534179688e-05,58.2,0
17.248.200.65,192.168.0.194,443,51266,52,1.2874603271484375e-05,57.0,0
17.248.200.65,192.168.0.194,443,51266,52,1.0967254638671875e-05,58.2,0
17.248.200.65,192.168.0.194,443,51268,64,0.00010418891906738281,58.2,0
17.248.200.65,192.168.0.194,443,51268,52,3.0994415283203125e-05,59.4,0
17.248.200.65,192.168.0.194,443,51268,52,0.00019884109497070312,58.2,0
192.168.0.194,17.248.200.65,51266,443,52,1.71661376953125e-05,59.4,0
192.168.0.194,17.248.200.65,51268,443,83,0.00040793418884277344,59.4,0
192.168.0.194,17.248.200.65,51268,443,52,2.002716064453125e-05,56.3,0
17.57.144.155,192.168.0.194,5223,51238,339,83.16877603530884,85.0,1
17.57.144.155,192.168.0.194,5223,51238,78,4.601478576660156e-05,87.6,0
192.168.0.194,17.57.144.155,51238,5223,52,3.0994415283203125e-05,87.6,0
192.168.0.194,17.57.144.155,51238,5223,84,7.295608520507812e-05,90.8,0
17.57.144.155,192.168.0.194,5223,51238,78,0.0003409385681152344,92.2,0
192.168.0.194,17.57.144.155,51238,5223,64,0.00017595291137695312,93.4,0
17.57.144.155,192.168.0.194,5223,51238,52,0.0006201267242431641,93.4,0
192.168.0.194,17.57.144.155,51238,5223,1288,8.392333984375e-05,217.0,0
17.57.144.155,192.168.0.194,5223,51238,52,0.0006000995635986328,213.9,0
17.57.144.155,192.168.0.194,5223,51238,88,1.2874603271484375e-05,217.5,0
192.168.0.194,17.57.144.155,51238,5223,52,0.00047206878662109375,188.8,0
17.57.144.155,192.168.0.194,5223,51238,131,1.000756025314331,194.1,1
192.168.0.194,17.57.144.155,51238,5223,52,9.202957153320312e-05,194.1,0
192.168.0.194,17.57.144.155,51238,5223,84,0.00010395050048828125,194.1,0
17.57.144.155,192.168.0.194,5223,51238,159,0.0008759498596191406,202.2,0
192.168.0.194,17.57.144.155,51238,5223,52,2.4080276489257812e-05,201.0,0
192.168.0.194,17.57.144.155,51238,5223,84,2.384185791015625e-05,204.2,0
17.57.144.155,192.168.0.194,5223,51238,131,2.5033950805664062e-05,88.5,0
192.168.0.194,17.57.144.155,51238,5223,52,2.3126602172851562e-05,88.5,0
192.168.0.194,17.57.144.155,51238,5223,84,2.193450927734375e-05,88.1,0
17.57.144.155,192.168.0.194,5223,51238,52,2.4080276489257812e-05,88.1,0
17.57.144.155,192.168.0.194,5223,51238,159,0.00010085105895996094,90.9,0
192.168.0.194,17.57.144.155,51238,5223,52,2.9087066650390625e-05,90.9,0
192.168.0.194,17.57.144.155,51238,5223,84,3.1948089599609375e-05,90.9,0
17.57.144.155,192.168.0.194,5223,51238,52,9.012222290039062e-05,80.2,0
192.168.0.194,17.57.144.155,51238,5223,92,5.019790887832642,84.2,1
17.57.144.155,192.168.0.194,5223,51238,52,1.5974044799804688e-05,81.0,0
17.57.144.155,192.168.0.194,5223,51238,76,1.5974044799804688e-05,75.5,0
192.168.0.194,17.57.144.155,51238,5223,52,2.002716064453125e-05,75.5,0
17.57.144.155,192.168.0.194,5223,51238,184,9.512901306152344e-05,85.5,0
17.57.144.155,192.168.0.194,5223,51238,78,1.5020370483398438e-05,88.1,0
192.168.0.194,17.57.144.155,51238,5223,52,1.3828277587890625e-05,77.4,0
192.168.0.194,17.57.144.155,51238,5223,84,1.3113021850585938e-05,80.6,0
192.168.0.194,17.248.200.65,51270,443,64,5.1975250244140625e-05,78.6,0
17.57.144.155,192.168.0.194,5223,51238,52,1.2874603271484375e-05,78.6,0
17.248.200.65,192.168.0.194,443,51270,60,1.1205673217773438e-05,75.4,0
192.168.0.194,17.248.200.65,51270,443,52,1.1920928955078125e-05,75.4,0
192.168.0.194,17.248.200.65,51270,443,569,2.09808349609375e-05,124.7,0
17.248.200.65,192.168.0.194,443,51270,52,1.2874603271484375e-05,124.7,0
17.248.200.65,192.168.0.194,443,51270,1500,5.602836608886719e-05,256.3,0
17.248.200.65,192.168.0.194,443,51270,1500,3.719329833984375e-05,398.5,0
17.248.200.65,192.168.0.194,443,51270,1252,2.6941299438476562e-05,518.5,0
17.248.200.65,192.168.0.194,443,51270,1500,4.792213439941406e-05,660.1,0
17.248.200.65,192.168.0.194,443,51270,856,7.104873657226562e-05,739.3,0
192.168.0.194,17.248.200.65,51270,443,52,2.5033950805664062e-05,739.3,0
192.168.0.194,17.248.200.65,51270,443,52,1.5020370483398438e-05,738.5,0
192.168.0.194,17.248.200.65,51270,443,52,1.3828277587890625e-05,738.5,0
192.168.0.194,17.248.200.65,51270,443,145,1.5974044799804688e-05,696.1,0
17.248.200.65,192.168.0.194,443,51270,103,1.4066696166992188e-05,701.2,0
192.168.0.194,17.248.200.65,51270,443,52,4.00543212890625e-05,556.4,0
192.168.0.194,17.248.200.65,51270,443,1158,2.9087066650390625e-05,522.2,0
192.168.0.194,17.248.200.65,51270,443,1143,2.6941299438476562e-05,511.3,0
17.248.200.65,192.168.0.194,443,51270,52,1.4066696166992188e-05,366.5,0
17.248.200.65,192.168.0.194,443,51270,1500,0.9986269474029541,430.9,0
17.248.200.65,192.168.0.194,443,51270,234,9.489059448242188e-05,449.1,0
192.168.0.194,17.248.200.65,51270,443,52,5.316734313964844e-05,449.1,0
192.168.0.194,17.248.200.65,51270,443,1169,9.393692016601562e-05,560.8,0
192.168.0.194,17.248.200.65,51270,443,1310,6.604194641113281e-05,677.3,0
192.168.0.194,17.248.200.65,51271,443,64,3.0994415283203125e-05,673.4,0
192.168.0.194,17.248.200.65,51272,443,64,2.384185791015625e-05,674.6,0
192.168.0.194,17.248.200.65,51273,443,64,2.3126602172851562e-05,565.2,0
17.248.200.65,192.168.0.194,443,51270,52,2.384185791015625e-05,456.1,0
17.248.200.65,192.168.0.194,443,51271,60,0.00024509429931640625,456.9,0
17.248.200.65,192.168.0.194,443,51272,60,3.2901763916015625e-05,312.9,0
192.168.0.194,17.248.200.65,51274,443,64,0.00021719932556152344,295.9,0
17.248.200.65,192.168.0.194,443,51273,60,2.5033950805664062e-05,296.7,0
192.168.0.194,17.248.200.65,51271,443,52,2.288818359375e-05,185.0,0
192.168.0.194,17.248.200.65,51271,443,569,4.100799560546875e-05,110.9,0
192.168.0.194,17.248.200.65,51272,443,52,2.4080276489257812e-05,109.7,0
192.168.0.194,17.248.200.65,51272,443,569,3.4809112548828125e-05,160.2,0
192.168.0.194,17.248.200.65,51273,443,52,0.00025010108947753906,159.0,0
192.168.0.194,17.248.200.65,51273,443,569,4.506111145019531e-05,210.7,0
17.248.200.65,192.168.0.194,443,51270,953,0.0002129077911376953,300.0,0
17.248.200.65,192.168.0.194,443,51274,60,2.5033950805664062e-05,300.0,0
192.168.0.194,17.248.200.65,51270,443,52,2.193450927734375e-05,298.8,0
192.168.0.194,17.248.200.65,51274,443,52,2.3126602172851562e-05,298.0,0
192.168.0.194,17.248.200.65,51274,443,569,0.0002968311309814453,349.7,0
17.248.200.65,192.168.0.194,443,51271,52,2.9087066650390625e-05,298.0,0
17.248.200.65,192.168.0.194,443,51272,52,0.0002110004425048828,298.0,0
17.248.200.65,192.168.0.194,443,51272,1500,5.91278076171875e-05,391.1,0
17.248.200.65,192.168.0.194,443,51272,1500,5.3882598876953125e-05,535.9,0
17.248.200.65,192.168.0.194,443,51273,52,2.288818359375e-05,484.2,0
17.248.200.65,192.168.0.194,443,51272,1252,0.00040912628173828125,514.1,0
17.248.200.65,192.168.0.194,443,51271,1500,6.890296936035156e-05,658.1,0
17.248.200.65,192.168.0.194,443,51271,1500,0.00014901161193847656,802.9,0
17.248.200.65,192.168.0.194,443,51271,1252,5.316734313964844e-05,922.9,0
17.248.200.65,192.168.0.194,443,51273,1500,5.793571472167969e-05,1016.0,0
17.248.200.65,192.168.0.194,443,51273,1500,5.698204040527344e-05,1160.8,0
17.248.200.65,192.168.0.194,443,51273,1252,0.0001518726348876953,1280.8,0
17.248.200.65,192.168.0.194,443,51272,1500,5.7220458984375e-05,1280.8,0
17.248.200.65,192.168.0.194,443,51272,855,0.00022292137145996094,1216.3,0
17.248.200.65,192.168.0.194,443,51271,1500,5.698204040527344e-05,1361.1,0
17.248.200.65,192.168.0.194,443,51271,855,4.291534423828125e-05,1321.4,0
17.248.200.65,192.168.0.194,443,51273,1500,7.104873657226562e-05,1321.4,0
17.248.200.65,192.168.0.194,443,51273,856,0.0001621246337890625,1257.0,0
192.168.0.194,17.248.200.65,51272,443,52,3.1948089599609375e-05,1137.0,0
192.168.0.194,17.248.200.65,51272,443,52,0.00012493133544921875,992.2,0
192.168.0.194,17.248.200.65,51272,443,52,3.0994415283203125e-05,847.4,0
192.168.0.194,17.248.200.65,51271,443,52,2.3126602172851562e-05,727.4,0
192.168.0.194,17.248.200.65,51271,443,52,2.288818359375e-05,582.6,0
192.168.0.194,17.248.200.65,51273,443,52,2.193450927734375e-05,502.3,0
192.168.0.194,17.248.200.65,51273,443,52,0.00032401084899902344,357.5,0
17.248.200.65,192.168.0.194,443,51274,52,2.2172927856445312e-05,277.2,0
17.248.200.65,192.168.0.194,443,51274,1500,0.00035881996154785156,277.2,0
17.248.200.65,192.168.0.194,443,51274,1500,6.604194641113281e-05,341.6,0
17.248.200.65,192.168.0.194,443,51274,1252,5.0067901611328125e-05,461.6,0
17.248.200.65,192.168.0.194,443,51274,1500,6.103515625e-05,606.4,0
17.248.200.65,192.168.0.194,443,51274,855,4.1961669921875e-05,686.7,0
192.168.0.194,17.248.200.65,51274,443,52,2.4080276489257812e-05,686.7,0
192.168.0.194,17.248.200.65,51274,443,52,2.193450927734375e-05,686.7,0
17.248.200.65,192.168.0.194,443,51273,856,0.0002720355987548828,767.1,0
192.168.0.194,17.248.200.65,51272,443,145,4.887580871582031e-05,776.4,0
192.168.0.194,17.248.200.65,51273,443,64,2.6941299438476562e-05,777.6,0
192.168.0.194,17.248.200.65,51271,443,145,2.5987625122070312e-05,642.1,0
192.168.0.194,17.248.200.65,51273,443,145,2.6226043701171875e-05,506.6,0
192.168.0.194,17.248.200.65,51274,443,145,2.47955322265625e-05,395.9,0
17.248.200.65,192.168.0.194,443,51271,103,0.0002951622009277344,256.2,0
17.248.200.65,192.168.0.194,443,51272,103,7.390975952148438e-05,181.0,0
192.168.0.194,17.248.200.65,51271,443,52,2.4080276489257812e-05,181.0,0
192.168.0.194,17.248.200.65,51272,443,52,9.298324584960938e-05,181.0,0
17.248.200.65,192.168.0.194,443,51273,103,0.00032806396484375,105.7,0
192.168.0.194,17.248.200.65,51271,443,1171,5.984306335449219e-05,208.3,0
192.168.0.194,17.248.200.65,51272,443,1171,0.00017309188842773438,319.0,0
192.168.0.194,17.248.200.65,51273,443,52,2.5987625122070312e-05,309.7,0
192.168.0.194,17.248.200.65,51273,443,1171,4.601478576660156e-05,412.3,0
192.168.0.194,17.248.200.65,51271,443,1420,0.0002300739288330078,539.8,0
192.168.0.194,17.248.200.65,51272,443,1419,0.0002028942108154297,671.4,0
192.168.0.194,17.248.200.65,51273,443,1420,5.602836608886719e-05,803.1,0
17.248.200.65,192.168.0.194,443,51274,103,2.8848648071289062e-05,808.2,0
192.168.0.194,17.248.200.65,51274,443,52,7.200241088867188e-05,808.2,0
192.168.0.194,17.248.200.65,51274,443,1171,0.0002582073211669922,915.0,0
192.168.0.194,17.248.200.65,51274,443,1419,0.00013899803161621094,939.8,0
17.248.200.65,192.168.0.194,443,51271,52,3.3855438232421875e-05,827.9,0
17.248.200.65,192.168.0.194,443,51273,52,2.3126602172851562e-05,827.9,0
17.248.200.65,192.168.0.194,443,51272,52,2.193450927734375e-05,716.0,0
17.248.200.65,192.168.0.194,443,51274,52,8.487701416015625e-05,579.2,0
17.248.200.65,192.168.0.194,443,51273,973,0.00015807151794433594,534.6,0
192.168.0.194,17.248.200.65,51273,443,52,2.9087066650390625e-05,397.8,0
17.248.200.65,192.168.0.194,443,51272,974,6.985664367675781e-05,484.9,0
192.168.0.194,17.248.200.65,51272,443,52,7.319450378417969e-05,484.9,0
17.248.200.65,192.168.0.194,443,51271,974,0.0003819465637207031,465.2,0
192.168.0.194,17.248.200.65,51271,443,52,7.295608520507812e-05,328.5,0
17.248.200.65,192.168.0.194,443,51274,974,1.0021851062774658,420.7,0
192.168.0.194,17.248.200.65,51274,443,52,4.982948303222656e-05,420.7,0
192.168.0.194,17.57.144.155,51238,5223,92,3.005653142929077,424.7,1
17.57.144.155,192.168.0.194,5223,51238,52,3.790855407714844e-05,424.7,0
17.57.144.155,192.168.0.194,5223,51238,76,2.4080276489257812e-05,335.0,0
192.168.0.194,17.57.144.155,51238,5223,52,2.384185791015625e-05,335.0,0
